OBJECT_NAME,NORAD_CAT_ID,INCLINATION,ECCENTRICITY,RAAN,ARGUMENT_OF_PERIGEE,MEAN_ANOMALY,MEAN_MOTION,DRAG,LAUNCH_DATE,DECAY_DATE,ACTUAL_LIFETIME,LIFETIME_CLASS
ELEKTRON 1 DEB,21621,60.14720153808594,0.018119100481271744,262.1408996582031,138.07470703125,223.3560028076172,15.73852766,0.11819999665021896,1964-01-30,1991-08-06,27,3
SL-12 DEB,21622,64.40809631347656,0.005987099837511778,22.617799758911133,353.481689453125,6.524199962615967,15.16324627,0.7442799806594849,1987-04-24,2015-04-04,28,3
MIR DEB,21624,51.57400131225586,0.0009948000079020858,326.3139953613281,333.2337951660156,27.386699676513672,16.2486502,0.007600599899888039,1986-02-19,1991-08-19,5,2
MIR DEB,21626,51.58409881591797,0.0007695999811403453,102.79940032958984,254.0272979736328,105.92340087890625,16.19461365,0.0020272000692784786,1986-02-19,1991-10-03,5,2
MIR DEB,21627,51.57429885864258,0.0006700999801978469,141.02920532226562,310.7831115722656,49.19660186767578,16.42466268,0.0004696600080933422,1986-02-19,1991-12-03,5,2
MIR DEB,21628,51.577598571777344,0.0009796000085771084,81.2782974243164,284.79180908203125,75.45590209960938,16.22931941,0.0020820999052375555,1986-02-19,1991-10-07,5,2
MIR DEB,21629,51.57899856567383,0.00044410000555217266,112.70700073242188,352.9339904785156,10.01930046081543,16.26529153,0.0013183000264689326,1986-02-19,1991-09-30,5,2
SL-6 R/B(2),21633,62.004600524902344,0.049178700894117355,122.02359771728516,261.27789306640625,94.77960205078125,15.56683016,4.180000178166665e-05,1991-08-01,2005-03-17,14,2
MIR DEB,21649,51.5906982421875,0.0006294000195339322,280.2179870605469,4.963799953460693,355.1575927734375,16.16009967,0.005249899812042713,1986-02-19,1991-08-29,5,2
MIR DEB,21650,51.59989929199219,0.0011524000437930226,0.1720999926328659,293.58209228515625,67.52330017089844,16.04074036,0.016520999372005463,1986-02-19,1991-08-13,5,2
MIR DEB,21651,51.560298919677734,0.0009763999842107296,6.055500030517578,286.86968994140625,74.4011001586914,16.07631469,0.020641999319195747,1986-02-19,1991-08-12,5,2
MIR DEB,21652,51.556800842285156,0.0009518999722786248,315.3689880371094,11.809100151062012,347.5775146484375,16.28345126,0.002222399925813079,1986-02-19,1991-08-21,5,2
ARIANE 44L R/B,21654,6.922699928283691,0.03501389920711517,49.4546012878418,200.73779296875,99.08580017089844,15.72330476,0.0011381000513210893,1991-08-14,2012-01-04,21,3
COSMOS 1375 DEB,21658,65.5531005859375,0.0028214999474585056,142.61180114746094,142.88870239257812,217.44970703125,15.91255289,0.012381999753415585,1982-06-06,2001-09-24,19,3
MIR DEB,21661,51.58089828491211,0.000837799976579845,277.0976867675781,307.12091064453125,55.558799743652344,16.29781439,0.004153000190854073,1986-02-19,1991-08-29,5,2
DELTA 1 DEB,21671,100.88050079345703,0.014793000183999538,151.19979858398438,349.80279541015625,15.538999557495117,14.17363605,1.6775000095367432,1975-06-12,1991-10-23,16,2
DELTA 1 DEB,21672,98.4529037475586,0.035321298986673355,160.46060180664062,283.409912109375,74.29940032958984,14.29476767,2.924499988555908,1975-06-12,1991-12-11,16,2
DELTA 1 DEB,21675,98.16829681396484,0.010774199850857258,160.2281951904297,316.86761474609375,42.41279983520508,15.0349431,2.1064000129699707,1975-06-12,1991-12-01,16,2
DELTA 1 DEB,21679,99.1948013305664,0.03234419971704483,124.87120056152344,0.9527999758720398,0.9488000273704529,14.00015596,1.5271999835968018,1975-06-12,1991-10-13,16,2
DELTA 1 DEB,21683,103.49939727783203,0.09111420065164566,148.00230407714844,8.952099800109863,352.66461181640625,12.6249113,0.0,1975-06-12,1991-10-16,16,2
DELTA 1 DEB,21684,99.7654037475586,0.018696699291467667,95.3917007446289,31.750900268554688,334.10150146484375,14.46029516,2.7627999782562256,1975-06-12,1991-08-28,16,2
DELTA 1 DEB,21685,99.80699920654297,0.045133598148822784,139.00909423828125,21.093599319458008,348.3586120605469,13.67588931,1.3460999727249146,1975-06-12,1991-11-02,16,2
DMSP 5D-2 F10 DEB,21690,98.80500030517578,0.0015184000367298722,193.79429626464844,194.2761993408203,165.86880493164062,16.05925019,0.0168210007250309,1990-12-01,2000-09-06,10,2
WESTFORD NEEDLES,21693,83.595703125,0.1744551956653595,333.4661865234375,312.4934997558594,34.099098205566406,11.94671719,0.01908399909734726,1963-05-09,1996-08-18,33,3
M-3S2 R/B,21695,31.314699172973633,0.00035710001247934997,213.27890014648438,27.07469940185547,334.7379150390625,16.38771918,0.0007736199768260121,1991-08-30,2014-05-02,23,3
M-3S2 DEB,21696,31.332000732421875,0.0016595999477431178,99.49749755859375,229.1490020751953,132.2563934326172,15.99384034,0.0034890000242739916,1991-08-30,1993-06-27,2,1
M-3S2 DEB,21697,31.299100875854492,0.0016421000473201275,188.76060485839844,214.35569763183594,145.5196075439453,16.10769276,0.00363610009662807,1991-08-30,1993-08-04,2,1
M-3S2 DEB,21698,31.319000244140625,0.000722200027666986,38.7932014465332,245.560302734375,113.73580169677734,16.0809973,0.007559299934655428,1991-08-30,1993-05-11,2,1
M-3S2 DEB,21699,31.34760093688965,0.0005415999912656844,355.0965881347656,91.41349792480469,268.7149963378906,15.8596645,0.0031349000055342913,1991-08-30,1994-02-23,3,1
SL-6 R/B(2),21709,62.166500091552734,0.02009899914264679,55.73939895629883,302.2312927246094,143.88429260253906,16.17913529,0.0004852499987464398,1991-09-17,2010-12-06,19,3
SL-8 R/B,21744,73.9363021850586,0.002712500048801303,251.26409912109375,108.14409637451172,252.62989807128906,16.3879226,0.0004952200106345117,1991-10-10,1992-03-14,1,1
WESTFORD NEEDLES,21748,83.67479705810547,0.23430030047893524,17.52899932861328,59.547298431396484,309.0315856933594,10.72047408,0.06550999730825424,1963-05-09,1996-06-18,33,3
COSMOS 252 DEB,21749,61.7244987487793,0.020833199843764305,321.7455139160156,132.72979736328125,229.20700073242188,15.04320174,0.010630999691784382,1968-11-01,1992-03-29,24,3
SL-12 DEB,21751,64.57240295410156,0.010326599702239037,126.36219787597656,178.4517059326172,181.72850036621094,15.55572797,0.3786099851131439,1988-09-16,2002-07-30,14,2
SL-12 DEB,21753,52.035499572753906,0.0401155985891819,208.33929443359375,338.3644104003906,20.227500915527344,14.92971433,0.029999999329447746,1983-12-29,2003-11-10,20,3
SL-12 R/B(AUX MOTOR),21763,46.631099700927734,0.035797398537397385,142.25259399414062,124.60089874267578,238.92300415039062,15.78734904,0.0001279800053453073,1991-10-23,1992-08-02,1,1
ARIANE 44L R/B,21766,7.216700077056885,0.029592499136924744,120.05349731445312,160.2592010498047,356.78240966796875,15.80793591,0.0010459000477567315,1991-10-29,2014-10-20,23,3
COSMOS 2053 DEB,21767,73.51010131835938,0.0011740999761968851,35.14590072631836,325.7362060546875,32.702598571777344,16.16968252,0.010742000304162502,1989-12-27,1991-11-23,2,1
COSMOS 2053 DEB,21768,73.5011978149414,0.0014338999753817916,37.810699462890625,336.781005859375,23.29129981994629,16.1184309,0.018821999430656433,1989-12-27,1991-11-22,2,1
COSMOS 2053 DEB,21769,73.49610137939453,0.0013152000028640032,38.10459899902344,346.91680908203125,14.546099662780762,16.08581859,0.020508000627160072,1989-12-27,1991-11-21,2,1
COSMOS 2053 DEB,21770,73.50469970703125,0.0014709000242874026,37.52429962158203,340.4779968261719,19.13599967956543,16.06874478,0.0221599992364645,1989-12-27,1991-11-22,2,1
COSMOS 2053 DEB,21771,73.49500274658203,0.0013861999614164233,35.42649841308594,348.4639892578125,12.481900215148926,16.24265594,0.010262000374495983,1989-12-27,1991-11-22,2,1
COSMOS 2053 DEB,21772,73.481201171875,0.0010708000045269728,22.052799224853516,346.8351135253906,13.481599807739258,16.1445546,0.01510899979621172,1989-12-27,1991-11-29,2,1
COSMOS 2053 DEB,21773,73.45590209960938,0.001116400002501905,24.850200653076172,346.26190185546875,11.933500289916992,16.26300179,0.006366100162267685,1989-12-27,1991-11-27,2,1
COSMOS 2053 DEB,21774,73.49949645996094,0.00034940001205541193,4.11929988861084,41.09299850463867,319.2002868652344,16.24503669,0.01170399971306324,1989-12-27,1991-12-06,2,1
M-3S2 DEB,21786,31.202899932861328,0.0017799000488594174,172.85899353027344,97.5281982421875,262.722900390625,16.0514478,0.003464299952611327,1991-08-30,1993-06-09,2,1
SL-12 R/B(AUX MOTOR),21794,45.78839874267578,0.020327700302004814,143.523193359375,112.72589874267578,257.2549133300781,16.33201635,8.533699656254612e-06,1991-11-22,1996-10-15,5,2
DMSP 5D-2 F11 DEB,21800,98.75070190429688,0.0017092999769374728,70.59040069580078,309.7593078613281,50.23820114135742,16.04743466,0.01066100038588047,1991-11-28,2011-09-17,20,3
DMSP 5D-2 F11 DEB,21801,98.72579956054688,0.0020435999613255262,77.97209930419922,325.34161376953125,155.70809936523438,16.02390175,0.01433700043708086,1991-11-28,2013-11-12,22,3
M-3S2 DEB,21802,31.489099502563477,0.0014400000218302011,59.0369987487793,242.41600036621094,117.55590057373047,16.16535329,0.0063669998198747635,1991-08-30,2000-11-15,9,2
MIR DEB,21810,51.58430099487305,0.0005317999748513103,74.5343017578125,19.412099838256836,339.40478515625,16.26026692,0.0015311000170186162,1986-02-19,1992-02-28,6,2
MIR DEB,21811,51.57789993286133,0.0013453999999910593,222.33099365234375,333.2703857421875,27.695100784301758,16.42234334,0.00012784000136889517,1986-02-19,1992-06-17,6,2
MIR DEB,21812,51.57849884033203,0.00048519999836571515,311.635498046875,291.8080139160156,74.32540130615234,16.39662471,0.0002393100003246218,1986-02-19,1992-05-31,6,2
DMSP 5D-2 F11 DEB,21825,98.7593002319336,0.0015276999911293387,199.63180541992188,319.5278015136719,43.470401763916016,16.3513183,0.005362499970942736,1991-11-28,2015-04-07,24,3
SL-12 R/B(AUX MOTOR),21829,46.35419845581055,0.02489119954407215,75.04769897460938,167.3468017578125,193.39309692382812,15.9696966,0.0006112100090831518,1991-12-19,2000-10-08,9,2
MIR DEB,21830,51.57740020751953,0.0005831000162288547,150.40109252929688,317.2164001464844,43.75469970703125,16.36015475,0.00033760000951588154,1986-02-19,1992-07-01,6,2
MIR DEB,21831,51.58789825439453,0.0008787999977357686,224.01150512695312,222.20730590820312,138.77330017089844,16.36785889,0.0002935800002887845,1986-02-19,1992-06-17,6,2
MIR DEB,21832,51.56740188598633,0.0010297000408172607,291.3468017578125,277.6610107421875,82.59149932861328,16.35844864,0.00028295000083744526,1986-02-19,1992-06-04,6,2
CZ-3 R/B,21834,31.004899978637695,0.0032365000806748867,181.27090454101562,273.2463073730469,88.06629943847656,16.43154916,0.0003140800108667463,1991-12-28,1993-04-12,2,1
THORAD AGENA D DEB,21837,99.94390106201172,0.0027938999701291323,75.71749877929688,309.2698059082031,48.0015983581543,16.13979969,0.01936200074851513,1970-04-08,2001-09-28,31,3
THORAD AGENA D DEB,21838,99.98040008544922,0.0016654999926686287,81.94319915771484,294.6050109863281,65.381103515625,15.98440891,0.01510700024664402,1970-04-08,2001-10-04,31,3
THORAD AGENA D DEB,21839,99.95999908447266,0.003514799987897277,106.25330352783203,316.6744079589844,58.52330017089844,16.1218236,0.00922510027885437,1970-04-08,2001-10-13,31,3
THORAD AGENA D DEB,21840,99.91459655761719,0.0021784999407827854,240.216796875,299.5768127441406,60.39149856567383,16.23490593,0.016719000414013863,1970-04-08,2001-04-03,31,3
THORAD AGENA D DEB,21841,99.9136962890625,0.0017453000182285905,253.7843017578125,241.497802734375,99.45320129394531,16.27185417,9.999999747378752e-05,1970-04-08,2001-04-20,31,3
OKEAN-3 DEB,21842,82.43499755859375,0.002108599990606308,268.3575134277344,51.190101623535156,77.17479705810547,16.38584592,0.00034933999995701015,1991-06-04,2007-02-24,16,2
COSMOS 2171 DEB,21843,62.822200775146484,0.0026757000014185905,65.47239685058594,160.6291961669922,199.85549926757812,16.34811334,0.00583299994468689,1991-11-20,1992-01-18,1,1
SL-6 R/B(2),21850,61.60240173339844,0.035478200763463974,185.39120483398438,233.2581024169922,124.43190002441406,15.90131456,0.00047977000940591097,1992-01-24,2006-12-13,14,2
ARIANE 2 DEB,21859,3.656100034713745,0.01170829962939024,217.4582977294922,204.21339416503906,156.28439331054688,16.07206019,0.006635699886828661,1988-10-28,1992-06-27,4,2
SL-12 DEB,21860,51.84159851074219,0.007448399905115366,131.6123046875,148.6031951904297,212.50509643554688,16.05702264,0.08442199975252151,1983-12-29,1992-08-18,9,2
SL-12 R/B(AUX MOTOR),21862,63.8932991027832,0.010113099589943886,293.2030944824219,273.1095886230469,86.49320220947266,16.50397177,0.0003086900105699897,1992-01-29,1997-12-24,5,2
SL-12 R/B(AUX MOTOR),21863,64.03070068359375,0.024987200275063515,329.251708984375,206.73370361328125,152.67669677734375,16.05466263,0.000601809995714575,1992-01-29,1997-10-20,5,2
COSMOS 2075 DEB,21864,73.88590240478516,0.00023920000239741057,83.59609985351562,324.4516906738281,54.95009994506836,16.01221093,-0.03023100085556507,1990-04-25,1992-02-08,2,1
COSMOS 2075 DEB,21865,73.90180206298828,0.0015782000264152884,83.14859771728516,198.39309692382812,163.8730926513672,16.20972923,0.007066899910569191,1990-04-25,1992-02-07,2,1
COSMOS 2075 DEB,21866,73.98789978027344,0.0024135999847203493,84.47219848632812,351.7070007324219,8.489800453186035,16.03191709,0.0013285999884828925,1990-04-25,1992-02-06,2,1
COSMOS 2075 DEB,21869,74.01100158691406,0.0009600999765098095,71.73909759521484,221.5782012939453,138.4947967529297,16.03258287,0.001270200009457767,1990-04-25,1992-02-13,2,1
COSMOS 2075 DEB,21870,73.97830200195312,0.0007082999800331891,71.60220336914062,216.38510131835938,143.92970275878906,16.04402339,0.001270200009457767,1990-04-25,1992-02-11,2,1
COSMOS 2075 DEB,21871,73.9822006225586,0.0007523000240325928,69.05509948730469,266.9285888671875,93.11199951171875,16.18073544,0.004481600131839514,1990-04-25,1992-02-13,2,1
COSMOS 2075 DEB,21872,73.99459838867188,0.0032691999804228544,71.15139770507812,63.79249954223633,300.0296936035156,16.07054712,0.0012701000086963177,1990-04-25,1992-02-12,2,1
ATLAS 2 CENTAUR R/B,21874,25.869800567626953,0.004183500073850155,80.97579956054688,134.34979248046875,226.05979919433594,16.4607213,0.000991969951428473,1992-02-11,1998-06-18,6,2
MIR DEB,21879,51.58539962768555,0.001370999962091446,303.8341979980469,291.00469970703125,69.35289764404297,16.29241784,0.0017784000374376774,1986-02-19,1992-03-25,6,2
MIR DEB,21880,51.58420181274414,0.001395600032992661,319.1724853515625,285.0177001953125,77.83350372314453,16.30474923,0.0019365999614819884,1986-02-19,1992-03-22,6,2
MIR DEB,21881,51.57320022583008,0.002065500011667609,284.0920104980469,241.31649780273438,118.7938003540039,16.26384859,0.0017360999481752515,1986-02-19,1992-03-29,6,2
MIR DEB,21882,51.57870101928711,0.00020870000298600644,199.71620178222656,224.4864044189453,136.96249389648438,16.26453531,0.0003011900116689503,1986-02-19,1993-01-21,7,2
MIR DEB,21883,51.5718994140625,0.0005736000020988286,93.74089813232422,121.2157974243164,240.8845977783203,16.09939187,0.027323000133037567,1986-02-19,1992-02-25,6,2
MIR DEB,21884,51.5817985534668,0.0007366000209003687,186.7241973876953,213.22860717773438,154.87350463867188,16.42428751,0.0001825399958761409,1986-02-19,1993-01-19,7,2
MIR DEB,21885,51.57749938964844,0.0008045000140555203,165.80020141601562,348.2659912109375,12.7701997756958,16.31246317,0.0013226999435573816,1986-02-19,1992-04-21,6,2
MIR DEB,21886,51.57099914550781,0.0011953000212088227,298.38690185546875,259.23480224609375,101.59549713134766,16.30682174,0.0012329999590292573,1986-02-19,1992-03-26,6,2
MIR DEB,21887,51.576698303222656,0.0005789999850094318,170.45010375976562,328.9930114746094,34.72019958496094,16.33276516,0.00036949999048374593,1986-02-19,1992-06-29,6,2
MIR DEB,21888,51.58789825439453,0.0010998999932780862,253.7332000732422,292.2950134277344,67.86289978027344,16.26852218,0.0017042000545188785,1986-02-19,1992-04-04,6,2
MIR DEB,21889,51.582401275634766,0.0006096999859437346,265.8009033203125,270.86859130859375,90.6072006225586,16.39489723,0.00047577000805176795,1986-02-19,1992-06-09,6,2
DELTA 2 R/B(2) [PAM-D],21892,34.39310073852539,0.013857100158929825,238.5886993408203,85.66310119628906,283.5675964355469,16.21151003,0.00047651000204496086,1992-02-23,1998-04-12,6,2
MIR DEB,21896,51.589298248291016,0.0006930999807082117,28.430099487304688,2.4655001163482666,357.6435852050781,16.38115102,0.0009430699865333736,1986-02-19,1992-05-17,6,2
MIR DEB,21901,51.58549880981445,0.00022230000467970967,67.98899841308594,147.99459838867188,215.02279663085938,16.29133049,0.0008070300100371242,1986-02-19,1992-05-10,6,2
DELTA 2 R/B(2) [PAM-D],21932,34.29180145263672,0.009615199640393257,187.01040649414062,173.7678985595703,186.42320251464844,16.31373,0.0008190299849957228,1992-04-10,1998-08-16,6,2
TRANSIT 5B-6 DEB,21945,90.03919982910156,0.0014965999871492386,292.314697265625,175.20069885253906,188.2371063232422,15.64722584,0.21193000674247742,1965-06-24,2001-09-30,36,3
SL-12 DEB,21960,64.52909851074219,0.0390750989317894,36.046600341796875,115.12239837646484,249.0950927734375,15.0283593,0.12417999655008316,1985-12-24,1999-12-31,14,2
SL-14 DEB,21961,82.37650299072266,0.0031695000361651182,81.63760375976562,336.4327087402344,23.54450035095215,16.11013047,0.004403399769216776,1991-12-18,2011-09-03,20,3
TITAN 3C TRANSTAGE DEB,21971,32.48310089111328,0.0008162999874912202,28.690500259399414,302.5163879394531,56.43429946899414,15.79243794,0.0031318000983446836,1965-10-15,1994-05-24,29,3
ATLAS 2A CENTAUR R/B,21990,26.178699493408203,0.02404550090432167,297.0242004394531,330.9706115722656,27.779800415039062,15.97799513,0.0010182999540120363,1992-06-10,2002-05-30,10,2
COSMOS 2106 DEB,21991,82.46099853515625,0.0018921999726444483,26.571500778198242,303.8634948730469,55.47700119018555,15.94092138,0.01012600027024746,1990-11-28,1992-10-07,2,1
COSMOS 2106 DEB,21992,82.4813003540039,0.001548500033095479,45.437198638916016,302.1460876464844,57.542598724365234,15.97411488,0.010482000187039375,1990-11-28,1992-09-17,2,1
COSMOS 2106 DEB,21993,82.47139739990234,0.0016811999958008528,44.4297981262207,291.8056945800781,68.76100158691406,16.08319899,0.005750500131398439,1990-11-28,1992-09-17,2,1
COSMOS 2106 DEB,21994,82.48470306396484,0.0014886000426486135,21.31570053100586,317.7308044433594,43.93600082397461,16.2465155,0.007755400147289038,1990-11-28,1992-10-11,2,1
COSMOS 2106 DEB,21995,82.46179962158203,0.0017495000502094626,38.79869842529297,319.10400390625,39.749900817871094,16.22053875,0.008155199699103832,1990-11-28,1992-09-23,2,1
COSMOS 2106 DEB,21996,82.47460174560547,0.0017886999994516373,41.62699890136719,302.3117980957031,57.493499755859375,15.96026072,0.00958549976348877,1990-11-28,1992-09-22,2,1
SL-14 DEB,21997,82.53450012207031,0.0027604999486356974,65.01940155029297,302.715087890625,57.14350128173828,15.43394444,0.1602499932050705,1978-10-26,2023-11-19,45,3
COSMOS 2106 DEB,22001,82.47940063476562,0.0022390999365597963,31.090599060058594,276.9619140625,88.98280334472656,16.04691849,0.01396699994802475,1990-11-28,1992-10-02,2,1
COSMOS 2106 DEB,22002,82.40180206298828,0.0019184000557288527,25.75670051574707,309.789306640625,49.30590057373047,16.08283931,0.011795000173151493,1990-11-28,1992-10-06,2,1
COSMOS 2106 DEB,22003,82.52269744873047,0.0017639000434428453,26.73710060119629,344.197509765625,19.310699462890625,16.28823094,0.00645969994366169,1990-11-28,1992-10-06,2,1
ATLAS 2 CENTAUR R/B,22010,26.033899307250977,0.023891299962997437,257.11810302734375,35.16080093383789,331.2351989746094,15.99398792,0.0009869199711829424,1992-07-02,2002-06-17,10,2
DELTA 2 R/B(2) [PAM-D],22016,34.63140106201172,0.01393510028719902,78.93250274658203,355.71038818359375,11.327400207519531,16.23073917,0.0004042999935336411,1992-07-07,1999-11-23,7,2
SL-6 R/B(2),22020,60.83219909667969,0.04465809836983681,194.93829345703125,231.73959350585938,193.92799377441406,15.59534282,0.0010213999776169658,1992-07-08,2015-06-29,23,3
MIR DEB,22045,51.55289840698242,0.0005294000147841871,47.77399826049805,312.65350341796875,50.7406005859375,16.40984824,0.0003546499938238412,1986-02-19,1993-05-04,7,2
MIR DEB,22046,51.582698822021484,0.0009462999878451228,339.14208984375,22.00510025024414,342.4212951660156,16.27492641,0.0014009999576956034,1986-02-19,1992-10-19,6,2
SL-12 R/B(AUX MOTOR),22047,46.09579849243164,0.010106300003826618,71.91110229492188,198.22360229492188,279.5614929199219,16.41463781,0.0,1992-07-14,1993-06-18,1,1
SL-12 R/B(AUX MOTOR),22048,46.395198822021484,0.019905799999833107,153.78990173339844,90.56279754638672,44.45640182495117,16.13299836,0.0005470900214277208,1992-07-14,2001-07-23,9,2
DELTA 2 R/B(1) (DUVE),22050,27.42620086669922,0.005317499861121178,269.5957946777344,113.4896011352539,247.5666046142578,16.34507332,0.0006370599730871618,1992-07-24,1993-03-16,1,1
SL-12 R/B(AUX MOTOR),22067,64.44869995117188,0.017070699483156204,167.39759826660156,181.656494140625,178.4893035888672,15.64469462,0.11096999794244766,1992-07-30,2000-12-19,8,2
SL-6 R/B(2),22071,61.77000045776367,0.019649600610136986,115.4197998046875,271.03070068359375,221.52920532226562,16.23680568,0.0005348799750208855,1992-08-06,2008-03-13,16,2
MIR DEB,22106,51.59640121459961,0.0006246999837458134,39.75080108642578,77.46910095214844,286.4082946777344,16.28526816,0.000732810003682971,1986-02-19,1993-02-26,7,2
MIR DEB,22107,51.56340026855469,0.0009452999802306294,76.94139862060547,347.6083068847656,14.33530044555664,16.29419298,0.001097199972718954,1986-02-19,1992-12-10,6,2
DELTA 2 R/B(2) [PAM-D],22110,34.454498291015625,0.012172199785709381,241.12860107421875,135.1114044189453,227.11700439453125,16.29997927,0.0006132699782028794,1992-09-09,1996-12-10,4,2
MIR DEB,22111,51.59349822998047,0.0021059000864624977,117.53289794921875,262.906494140625,101.66829681396484,16.10642856,0.01878499984741211,1986-02-19,1992-09-23,6,2
MIR DEB,22121,51.60499954223633,0.0002442999975755811,233.82679748535156,195.0789031982422,167.01759338378906,16.28384667,0.000563020003028214,1986-02-19,1993-10-28,7,2
MIR DEB,22122,51.61800003051758,0.0009064999758265913,121.0238037109375,294.04229736328125,68.94560241699219,16.31991796,0.001980199944227934,1986-02-19,1992-12-02,6,2
MIR DEB,22124,51.62770080566406,0.0006309999735094607,268.8114013671875,47.206600189208984,312.9299011230469,16.2816494,0.0020568999461829662,1986-02-19,1992-11-03,6,2
SL-12 R/B(AUX MOTOR),22125,46.683101654052734,0.04102719947695732,186.93629455566406,66.21320343017578,298.5965881347656,15.59538946,0.00019999999494757503,1992-09-10,1993-03-31,1,1
MIR DEB,22127,51.60609817504883,0.00031370000215247273,65.30049896240234,247.80239868164062,112.55819702148438,16.37428605,0.00018232000002171844,1986-02-19,1995-06-14,9,2
MIR DEB,22129,51.61629867553711,0.0013596999924629927,196.5009002685547,225.6811981201172,135.3383026123047,16.30190787,0.004905700217932463,1986-02-19,1992-11-17,6,2
MIR DEB,22130,51.631500244140625,0.000998400035314262,276.0837097167969,167.39849853515625,200.52520751953125,16.31804045,0.002548400079831481,1986-02-19,1992-11-01,6,2
MIR DEB,22131,51.60430145263672,0.0009271000162698328,225.9355926513672,168.28970336914062,191.0135040283203,16.20013444,0.002538899891078472,1986-02-19,1992-11-12,6,2
NOAA 6 DEB,22139,98.56639862060547,0.0031157999765127897,131.18719482421875,183.4792938232422,179.98829650878906,15.54550871,0.10532999783754349,1979-06-27,1993-05-12,14,2
SL-12 DEB,22140,66.34660339355469,0.0067102001048624516,114.12930297851562,6.6143999099731445,357.026611328125,15.43828131,0.6870499849319458,1984-09-28,1992-12-06,8,2
SL-12 DEB,22141,66.86100006103516,0.0045529999770224094,258.4732971191406,7.927199840545654,350.52630615234375,15.19310599,0.5231000185012817,1984-09-28,1992-10-11,8,2
SL-12 DEB,22142,66.72429656982422,0.001011700020171702,261.564208984375,102.3125,257.9150085449219,15.17067886,0.6087999939918518,1984-09-28,1992-10-10,8,2
SL-12 DEB,22143,67.48989868164062,0.014397700317203999,264.3370056152344,92.65450286865234,275.9526062011719,15.18343444,2.466200113296509,1984-09-28,1992-10-11,8,2
SL-12 DEB,22144,66.86849975585938,0.008882000111043453,243.97109985351562,165.27549743652344,199.02349853515625,15.44682038,2.23009991645813,1984-09-28,1992-10-19,8,2
SL-12 DEB,22145,66.00740051269531,0.01285060029476881,201.3386993408203,189.01840209960938,170.93760681152344,15.03395886,0.883400022983551,1984-09-28,1992-11-05,8,2
SL-12 DEB,22146,66.23609924316406,0.0014631999656558037,185.4864959716797,304.8479919433594,55.3036994934082,15.72401076,0.571399986743927,1984-09-28,1993-03-27,9,2
SL-12 DEB,22147,66.46289825439453,0.005025099962949753,266.9375915527344,193.74789428710938,166.3809051513672,15.30610744,2.629300117492676,1984-09-28,1992-10-08,8,2
SL-12 DEB,22148,66.55079650878906,0.004104100167751312,177.8114013671875,124.5770034790039,240.45449829101562,15.38839696,0.38580000400543213,1984-09-28,1992-11-13,8,2
SL-12 DEB,22149,66.9717025756836,0.018087899312376976,265.45819091796875,172.53750610351562,189.17979431152344,15.06420448,2.345099925994873,1984-09-28,1992-10-11,8,2
SL-12 DEB,22150,66.70559692382812,0.0014163999585434794,253.5283966064453,218.41969299316406,140.2071075439453,15.24796283,1.0360000133514404,1984-09-28,1992-10-14,8,2
SL-12 DEB,22151,66.67240142822266,0.02016960084438324,259.39459228515625,173.9918975830078,189.908203125,15.166019,2.4433999061584473,1984-09-28,1992-10-14,8,2
SL-12 DEB,22152,66.75509643554688,0.0035010999999940395,163.23309326171875,150.2283935546875,210.25860595703125,15.68544458,0.012299999594688416,1984-09-28,1992-11-18,8,2
SL-12 DEB,22153,66.21739959716797,0.01136729959398508,231.32130432128906,33.516300201416016,325.9454040527344,15.3098513,1.083299994468689,1984-09-28,1992-10-23,8,2
SL-12 DEB,22154,66.57710266113281,0.011802899651229382,237.58180236816406,189.19200134277344,174.7978057861328,15.29513493,1.4652999639511108,1984-09-28,1992-10-20,8,2
SL-12 DEB,22155,66.79149627685547,0.0007118000066839159,228.51060485839844,34.69340133666992,325.8048095703125,15.30035568,0.8870000243186951,1984-09-28,1992-10-22,8,2
SL-12 DEB,22156,67.3407974243164,0.005264100152999163,256.67669677734375,122.2405014038086,238.55599975585938,15.60930396,4.2434000968933105,1984-09-28,1992-10-14,8,2
SL-12 DEB,22157,66.90480041503906,0.006259500049054623,266.88330078125,187.3686981201172,172.67630004882812,15.43504505,0.2565999925136566,1984-09-28,1992-10-10,8,2
SL-12 DEB,22158,66.45099639892578,0.016062600538134575,240.73289489746094,189.3509979248047,170.7967987060547,14.98377727,0.9779000282287598,1984-09-28,1992-10-20,8,2
SL-12 DEB,22159,66.61650085449219,0.007728800177574158,258.74200439453125,234.52969360351562,124.05259704589844,15.53109837,0.36390000581741333,1984-09-28,1992-10-11,8,2
SL-12 DEB,22160,66.643798828125,0.031485799700021744,261.86041259765625,183.756103515625,187.08120727539062,14.76040146,1.330299973487854,1984-09-28,1992-10-13,8,2
TRANSIT 15 DEB,22172,90.0416030883789,0.0023286999203264713,203.2855987548828,115.16960144042969,281.76141357421875,15.05396342,0.2805599868297577,1967-04-14,2001-10-27,34,3
ARIANE 42P+ R/B,22206,7.072299957275391,0.047029200941324234,254.9427032470703,82.7760009765625,287.64129638671875,15.451706,0.0017476000357419252,1992-10-28,1994-08-26,2,1
MIR DEB,22209,51.622798919677734,0.00045540000428445637,185.65589904785156,305.648193359375,57.35969924926758,16.38681411,0.0006023800233379006,1986-02-19,1993-04-09,7,2
