OBJECT_NAME,NORAD_CAT_ID,INCLINATION,ECCENTRICITY,RAAN,ARGUMENT_OF_PERIGEE,MEAN_ANOMALY,MEAN_MOTION,DRAG,LAUNCH_DATE,DECAY_DATE,ACTUAL_LIFETIME,LIFETIME_CLASS
COSMOS 1682 DEB,17283,64.97250366210938,0.0025875000283122063,355.1662902832031,234.63710021972656,130.00450134277344,16.16675959,0.0012444000458344817,1985-09-19,1987-07-11,2,1
COSMOS 1682 DEB,17284,65.04910278320312,0.0023252000100910664,275.072509765625,90.08350372314453,266.08160400390625,15.872801,0.011277999728918076,1985-09-19,1987-01-07,2,1
COSMOS 1682 DEB,17285,65.05390167236328,0.0032156999222934246,106.43460083007812,11.128399848937988,13.751299858093262,15.82259177,0.007081700023263693,1985-09-19,1987-03-01,2,1
COSMOS 1682 DEB,17286,65.11029815673828,0.003983200062066317,270.5650939941406,28.057600021362305,332.4483947753906,15.50274981,0.003456000005826354,1985-09-19,1987-03-07,2,1
COSMOS 1682 DEB,17287,64.99400329589844,0.0017924000276252627,61.891300201416016,41.75740051269531,318.3265075683594,16.19604377,0.004738999996334314,1985-09-19,1987-03-08,2,1
COSMOS 1682 DEB,17288,65.0602035522461,0.0062454999424517155,267.7630920410156,354.5711975097656,8.729399681091309,15.60975843,0.00834100041538477,1985-09-19,1987-01-21,2,1
COSMOS 1682 DEB,17289,64.9845962524414,0.002878699917346239,333.1155090332031,294.00030517578125,65.74600219726562,16.09301152,0.0026477999053895473,1985-09-19,1987-07-19,2,1
COSMOS 1772 DEB,17301,72.8230972290039,0.0030064000748097897,13.160900115966797,191.63040161132812,169.40150451660156,16.08406868,0.011181999929249287,1986-08-21,1987-03-19,1,1
ARIANE 1 DEB,17305,98.32360076904297,0.003666599979624152,60.68410110473633,186.05580139160156,173.48159790039062,15.54410576,0.18373000621795654,1986-02-22,1990-03-31,4,2
ARIANE 1 DEB,17306,98.9229965209961,0.005809199996292591,26.8262996673584,270.6871032714844,88.83170318603516,15.28559819,0.14271000027656555,1986-02-22,1988-09-24,2,1
ARIANE 1 DEB,17307,97.70439910888672,0.0014522999990731478,246.3177947998047,316.21490478515625,40.11909866333008,16.17391154,0.013759000226855278,1986-02-22,1992-03-06,6,2
ARIANE 1 DEB,17308,98.24690246582031,0.0012261000229045749,299.79168701171875,116.60250091552734,243.9611053466797,15.71783106,0.20190000534057617,1986-02-22,1989-11-27,3,1
ARIANE 1 DEB,17309,98.67990112304688,0.004371799994260073,180.16229248046875,244.97900390625,114.68659973144531,15.38442682,0.2371000051498413,1986-02-22,1989-06-15,3,1
ARIANE 1 DEB,17310,7.024799823760986,0.6815919280052185,11.509300231933594,338.2679138183594,2.9721999168395996,2.8834168,0.0023453999310731888,1986-02-22,1989-04-08,3,1
ARIANE 1 DEB,17311,97.98650360107422,0.001231399946846068,132.3321990966797,284.0093078613281,76.6416015625,16.29487387,0.006618100218474865,1986-02-22,2003-02-01,17,2
ARIANE 1 DEB,17312,98.6624984741211,0.0025828999932855368,30.801700592041016,320.1054992675781,38.944698333740234,15.90016725,0.09503000229597092,1986-02-22,1989-10-19,3,1
ARIANE 1 DEB,17313,81.19100189208984,0.0012986999936401844,150.87710571289062,179.922607421875,180.2008056640625,15.32960027,0.0007774099940434098,1986-02-22,1989-10-18,3,1
ARIANE 1 DEB,17314,98.76480102539062,0.0016246000304818153,160.2707061767578,309.5694885253906,50.542999267578125,16.0924154,0.03002000041306019,1986-02-22,1992-01-06,6,2
ARIANE 1 DEB,17315,98.53240203857422,0.0020071999169886112,129.20919799804688,15.105299949645996,348.4237060546875,16.09418521,0.013113000430166721,1986-02-22,1992-01-23,6,2
ARIANE 1 DEB,17317,98.80909729003906,0.004458799958229065,276.9834899902344,262.5635986328125,97.06800079345703,15.85291736,0.022332999855279922,1986-02-22,1987-06-20,1,1
ARIANE 1 DEB,17318,99.09870147705078,0.0018322999821975827,73.07759857177734,321.0732116699219,39.32889938354492,15.74690848,0.0619020015001297,1986-02-22,1987-10-28,1,1
ARIANE 1 DEB,17319,99.25279998779297,0.0030843999702483416,121.61799621582031,301.8067932128906,61.230201721191406,15.63702424,0.07021600008010864,1986-02-22,1988-11-09,2,1
ARIANE 1 DEB,17320,98.46540069580078,0.00347020011395216,140.81199645996094,277.9085998535156,84.93319702148438,15.7920733,0.09400899708271027,1986-02-22,1989-02-19,3,1
ARIANE 1 DEB,17321,98.98680114746094,0.0019369999645277858,28.683700561523438,257.91668701171875,118.15699768066406,16.19536259,0.012400000356137753,1986-02-22,1989-08-01,3,1
ARIANE 1 DEB,17322,98.74929809570312,0.002223599934950471,32.314998626708984,328.4930114746094,38.02939987182617,15.93020342,0.18449999392032623,1986-02-22,1988-10-26,2,1
ARIANE 1 DEB,17323,99.01429748535156,0.0013642000267282128,89.09329986572266,176.5522003173828,183.61630249023438,16.0588287,0.008990200236439705,1986-02-22,1999-07-15,13,2
ARIANE 1 DEB,17324,98.17340087890625,0.0006057000136934221,145.58070373535156,229.82130432128906,257.4715881347656,16.24737193,0.015290999785065651,1986-02-22,2013-10-01,27,3
COSMOS 1776 DEB,17334,74.08529663085938,0.0012731000315397978,236.41839599609375,172.65899658203125,187.523193359375,16.09615439,0.008025400340557098,1986-09-03,1987-12-04,1,1
COSMOS 1776 DEB,17335,74.0093002319336,0.0015737999929115176,281.6046142578125,130.20579528808594,230.12530517578125,16.33381248,0.004607699811458588,1986-09-03,1987-11-09,1,1
ARIANE 1 DEB,17336,98.01110076904297,0.001694599981419742,310.91668701171875,112.86280059814453,247.5052947998047,15.72596276,0.06881900131702423,1986-02-22,1989-11-10,3,1
ARIANE 1 DEB,17337,98.63870239257812,0.0009714000043459237,134.94580078125,301.0618896484375,61.53129959106445,15.62804024,0.1964000016450882,1986-02-22,1989-03-06,3,1
ARIANE 1 DEB,17338,97.76020050048828,0.004545600153505802,244.06370544433594,154.48370361328125,218.17520141601562,15.70898775,0.15700000524520874,1986-02-22,1989-09-27,3,1
ARIANE 1 DEB,17339,98.15070343017578,0.0029410000424832106,96.85250091552734,185.10020446777344,175.25050354003906,15.90498475,0.18091000616550446,1986-02-22,1990-04-20,4,2
ARIANE 1 DEB,17340,3.468899965286255,0.00029319999157451093,72.63390350341797,43.76750183105469,316.51708984375,0.99944142,9.999900066759437e-05,1986-02-22,1988-11-04,2,1
ARIANE 1 DEB,17341,32.4197998046875,0.0017601000145077705,9.965100288391113,115.1572036743164,245.09109497070312,14.81831071,0.0001560300006531179,1986-02-22,1991-01-01,5,2
ARIANE 1 DEB,17342,98.131103515625,0.0026116000954061747,285.2973937988281,129.38839721679688,231.29739379882812,15.92211538,0.02542000077664852,1986-02-22,1998-10-17,12,2
ARIANE 1 DEB,17343,98.52780151367188,0.002167799975723028,120.5531997680664,317.7255859375,43.43349838256836,15.90723553,0.018139999359846115,1986-02-22,1991-12-27,5,2
ARIANE 1 DEB,17344,99.46240234375,0.008970299735665321,90.27050018310547,239.7239990234375,119.5719985961914,15.45897346,0.06181100010871887,1986-02-22,1989-01-19,3,1
ARIANE 1 DEB,17345,98.64959716796875,0.0025575999170541763,221.51609802246094,305.8705139160156,53.06480026245117,16.02623058,0.07225000113248825,1986-02-22,1989-04-16,3,1
ARIANE 1 DEB,17346,98.67230224609375,0.0032226000912487507,229.1009979248047,294.41241455078125,66.74240112304688,15.5842123,0.08732499927282333,1986-02-22,1989-05-11,3,1
ARIANE 1 DEB,17347,98.56069946289062,0.0009346000151708722,53.89789962768555,327.65130615234375,32.0453987121582,15.68695653,0.06404700130224228,1986-02-22,1987-11-15,1,1
ARIANE 1 DEB,17348,98.90779876708984,0.005844099912792444,52.22249984741211,325.20208740234375,41.93239974975586,15.56065355,0.2033199965953827,1986-02-22,1988-10-12,2,1
ARIANE 1 DEB,17349,0.27149999141693115,0.003831899957731366,296.8629150390625,0.4733999967575073,62.414398193359375,1.00041584,9.999900066759437e-05,1986-02-22,1989-02-13,3,1
ARIANE 1 DEB,17350,98.55419921875,0.0023880000226199627,124.03730010986328,302.6326904296875,57.52389907836914,15.86115736,0.13249999284744263,1986-02-22,1990-02-25,4,2
ARIANE 1 DEB,17351,97.78589630126953,0.003173599950969219,25.149499893188477,127.98290252685547,233.0428924560547,15.83758011,0.11010000109672546,1986-02-22,1990-02-28,4,2
ARIANE 1 DEB,17352,97.9207992553711,0.0016941999783739448,170.9322052001953,195.47560119628906,164.7445068359375,15.38261105,0.09018400311470032,1986-02-22,1989-06-30,3,1
ARIANE 1 DEB,17353,98.53579711914062,0.01463720016181469,57.597198486328125,5.611400127410889,354.67010498046875,14.54054339,7.21969990991056e-05,1986-02-22,1990-06-06,4,2
ARIANE 1 DEB,17354,98.07019805908203,0.004975900053977966,49.95389938354492,122.37100219726562,238.29849243164062,15.4917232,0.2847299873828888,1986-02-22,1989-02-17,3,1
ARIANE 1 DEB,17355,98.60199737548828,0.002010500058531761,62.195098876953125,313.63909912109375,55.05229949951172,16.00229316,0.06085899844765663,1986-02-22,1989-12-03,3,1
COSMOS 1776 DEB,17356,73.96869659423828,0.00036279999767430127,183.7469940185547,320.2867126464844,40.367698669433594,16.02699192,0.006860800087451935,1986-09-03,1987-12-27,1,1
COSMOS 1776 DEB,17357,73.90409851074219,0.0009928999934345484,249.94459533691406,229.59950256347656,136.6800994873047,16.36938081,0.0037515999283641577,1986-09-03,1987-11-22,1,1
SL-12 DEB,17358,66.23500061035156,0.003967000171542168,42.074501037597656,87.59329986572266,273.0346984863281,15.68045606,0.6589400172233582,1984-09-28,1993-01-03,9,2
ARIANE 1 DEB,17371,98.9551010131836,0.004385999869555235,161.56350708007812,330.8971862792969,28.983400344848633,15.58883563,0.07435599714517593,1986-02-22,1989-01-09,3,1
ARIANE 1 DEB,17372,98.63310241699219,0.0034401998855173588,110.64810180664062,318.5997009277344,62.66559982299805,15.54307872,0.15569999814033508,1986-02-22,1989-01-27,3,1
ARIANE 1 DEB,17373,62.64630126953125,0.7182149887084961,68.67269897460938,266.10040283203125,16.859500885009766,2.00602959,9.999899702961557e-06,1986-02-22,1989-01-01,3,1
ARIANE 1 DEB,17374,56.94860076904297,0.3435538113117218,26.022300720214844,297.77178955078125,31.69659996032715,8.36262494,0.009257500059902668,1986-02-22,1991-01-05,5,2
ARIANE 1 DEB,17375,99.04080200195312,0.0003634000022429973,97.1801986694336,98.09709930419922,262.0267028808594,13.9440034,0.0043795001693069935,1986-02-22,1988-12-09,2,1
ARIANE 1 DEB,17376,99.0365982055664,8.169999637175351e-05,97.25530242919922,123.5624008178711,236.51629638671875,13.94881301,0.0043795001693069935,1986-02-22,1990-08-24,4,2
ARIANE 1 DEB,17377,99.47059631347656,0.005598300136625767,201.7794952392578,330.3302001953125,34.64569854736328,15.5789631,0.09182000160217285,1986-02-22,1988-02-15,2,1
ARIANE 1 DEB,17378,98.69390106201172,0.0024069000501185656,204.16119384765625,290.1382141113281,71.38929748535156,15.54192339,0.08582399785518646,1986-02-22,1989-04-09,3,1
ARIANE 1 DEB,17379,99.12670135498047,0.00025290000485256314,99.81759643554688,60.52080154418945,299.61749267578125,13.94376021,0.0004790599923580885,1986-02-22,1990-12-04,4,2
ARIANE 1 DEB,17380,99.11759948730469,0.000298099999781698,99.8844985961914,171.50039672851562,188.6219024658203,13.95354053,0.0004790599923580885,1986-02-22,1990-09-10,4,2
ARIANE 1 DEB,17381,99.02269744873047,0.0030529999639838934,78.37680053710938,312.1741943359375,47.69240188598633,15.72245758,0.05452600121498108,1986-02-22,1988-10-05,2,1
ARIANE 1 DEB,17382,98.70320129394531,0.003664999967440963,73.40450286865234,315.5755920410156,42.76890182495117,15.77933762,0.06721200048923492,1986-02-22,1989-12-19,3,1
ARIANE 1 DEB,17383,98.6063003540039,0.0019104999955743551,128.2180938720703,303.710693359375,56.592098236083984,15.84183782,0.02802399918437004,1986-02-22,1989-03-08,3,1
ARIANE 1 DEB,17384,98.8635025024414,0.0037946999073028564,304.2911071777344,265.3584899902344,94.4072036743164,15.6457196,0.002871900098398328,1986-02-22,1989-02-16,3,1
ARIANE 1 DEB,17385,98.57319641113281,0.0037140999920666218,213.67820739746094,304.61248779296875,55.22669982910156,15.78736377,0.06670500338077545,1986-02-22,1989-04-24,3,1
ARIANE 1 DEB,17386,98.2427978515625,0.0011158999986946583,78.26820373535156,22.949399948120117,337.6455993652344,15.68024721,0.02339399978518486,1986-02-22,1989-03-01,3,1
ARIANE 1 DEB,17387,99.11640167236328,0.003510500071570277,187.5424041748047,318.4176025390625,40.492000579833984,15.74332268,0.15800000727176666,1986-02-22,1989-03-05,3,1
ARIANE 1 DEB,17388,98.92350006103516,0.0031105000525712967,64.02230072021484,316.8576965332031,49.475799560546875,15.87678554,0.06788299977779388,1986-02-22,1988-09-26,2,1
ARIANE 1 DEB,17389,99.00800323486328,0.0032198000699281693,77.3031005859375,316.8817138671875,43.85300064086914,15.99193304,0.051610998809337616,1986-02-22,1988-10-05,2,1
ARIANE 1 DEB,17390,98.277099609375,0.0017308000242337584,11.788999557495117,263.5758972167969,97.53179931640625,15.76048825,0.10970000177621841,1986-02-22,1989-11-10,3,1
ARIANE 1 DEB,17391,98.4561996459961,0.003250200068578124,263.9313049316406,272.92059326171875,87.79840087890625,15.85915932,0.05678600072860718,1986-02-22,1989-07-09,3,1
ARIANE 1 DEB,17392,99.08390045166016,0.0019722001161426306,31.621000289916992,177.0937957763672,182.1903076171875,16.2836051,0.0055403998121619225,1986-02-22,1992-05-13,6,2
ARIANE 1 DEB,17393,99.4198989868164,0.008226900361478329,114.39510345458984,358.67340087890625,1.4227999448776245,14.99312567,0.15960000455379486,1986-02-22,1988-12-29,2,1
ARIANE 1 DEB,17394,98.91560363769531,0.0025990998838096857,145.81480407714844,352.0085144042969,4.059800148010254,16.04449072,0.07579699903726578,1986-02-22,1988-12-19,2,1
ARIANE 1 DEB,17395,98.90840148925781,0.004279499873518944,168.41099548339844,321.2506103515625,40.5432014465332,15.55998176,0.1177000030875206,1986-02-22,1989-01-17,3,1
ARIANE 1 DEB,17396,98.82510375976562,0.003548000007867813,233.1309051513672,321.2605895996094,38.51350021362305,15.62945495,0.07366599887609482,1986-02-22,1989-04-16,3,1
ARIANE 1 DEB,17397,99.03410339355469,0.00169039994943887,235.906494140625,144.2989044189453,215.6199951171875,15.759259,0.05487599968910217,1986-02-22,1989-04-14,3,1
COSMOS 1770 DEB,17398,64.73789978027344,0.013056599535048008,243.04469299316406,93.41899871826172,268.210693359375,15.9378849,0.004300999920815229,1986-08-06,1987-02-05,1,1
SL-11 DEB,17399,64.9375,0.0019914000295102596,100.46289825439453,246.46319580078125,113.64219665527344,16.22755299,0.022299999371170998,1987-02-01,1990-07-29,3,1
SL-11 R/B,17400,64.931396484375,0.0021144000347703695,2.3589999675750732,251.46290588378906,108.36759948730469,16.15236067,0.024165000766515732,1987-02-01,1990-05-04,3,1
COSMOS 1813 DEB,17402,72.79979705810547,0.0019260999979451299,41.92689895629883,347.3891906738281,12.707900047302246,16.28007239,0.0008316999883390963,1987-01-15,1988-12-30,1,1
COSMOS 1813 DEB,17404,72.77010345458984,0.002293400000780821,87.88800048828125,16.20549964904785,343.997314453125,16.25801778,0.0014033999759703875,1987-01-15,1988-12-29,1,1
COSMOS 1813 DEB,17405,72.8042984008789,0.0015753000043332577,333.081787109375,234.09060668945312,128.24420166015625,16.40629874,0.00034878001315519214,1987-01-15,1988-08-24,1,1
COSMOS 1813 DEB,17406,72.77649688720703,0.0010436000302433968,175.3719024658203,116.08899688720703,249.26669311523438,16.31571458,0.0006696300115436316,1987-01-15,1988-11-07,1,1
COSMOS 1813 DEB,17407,72.81439971923828,0.0009875999530777335,130.45230102539062,296.78680419921875,64.50980377197266,16.37681212,0.000558539992198348,1987-01-15,1988-11-16,1,1
COSMOS 1813 DEB,17408,72.77850341796875,0.002638899954035878,84.0342025756836,27.946199417114258,337.37060546875,16.37813364,0.0007090300205163658,1987-01-15,1989-01-22,2,1
COSMOS 1813 DEB,17412,72.79219818115234,0.0003905000048689544,142.93280029296875,0.09080000221729279,0.07320000231266022,16.31211236,0.0010467000538483262,1987-01-15,1988-01-07,1,1
COSMOS 1813 DEB,17414,72.77760314941406,0.0025323000736534595,183.33770751953125,54.13199996948242,304.5249938964844,16.22021198,0.0055241999216377735,1987-01-15,1989-01-17,2,1
COSMOS 1813 DEB,17416,72.80280303955078,0.0007324999896809459,164.05279541015625,274.3619079589844,86.26640319824219,16.26219352,0.0009838599944487214,1987-01-15,1988-06-02,1,1
COSMOS 1813 DEB,17417,72.78279876708984,0.0015457000117748976,170.11109924316406,10.520700454711914,2.5866000652313232,16.31728555,0.002668200060725212,1987-01-15,1988-01-18,1,1
ARIANE 1 DEB,17421,98.87760162353516,0.0033144999761134386,179.22000122070312,296.9291076660156,70.02870178222656,15.87367456,0.09607700258493423,1986-02-22,1989-02-10,3,1
ARIANE 1 DEB,17422,98.90579986572266,0.004486499819904566,317.1697082519531,295.173095703125,64.48729705810547,15.58815733,0.08720099925994873,1986-02-22,1988-07-23,2,1
ARIANE 1 DEB,17424,98.7665023803711,0.00772339990362525,10.85990047454834,159.04879760742188,201.447998046875,14.63071708,0.025776999071240425,1986-02-22,1989-11-25,3,1
ARIANE 1 DEB,17426,98.03839874267578,0.0013638000236824155,112.18890380859375,338.1148986816406,26.04949951171875,16.22575786,0.005311599932610989,1986-02-22,2014-11-11,28,3
ARIANE 1 DEB,17427,65.19270324707031,0.7094835042953491,282.28228759765625,311.601806640625,6.289400100708008,2.00413054,0.0,1986-02-22,1989-12-26,3,1
ARIANE 1 DEB,17428,98.51200103759766,0.001969400094822049,108.53970336914062,315.49920654296875,44.29600143432617,16.15407574,0.03135000169277191,1986-02-22,1990-01-06,4,2
ARIANE 1 DEB,17430,99.08170318603516,0.0034769000485539436,25.511999130249023,324.9707946777344,35.24509811401367,15.76780264,0.034299999475479126,1986-02-22,1988-08-10,2,1
ARIANE 1 DEB,17431,98.60050201416016,0.002332499949261546,181.96499633789062,304.01239013671875,65.78669738769531,15.97694666,0.11209999769926071,1986-02-22,1989-03-25,3,1
ARIANE 1 DEB,17432,98.9655990600586,0.0022716999519616365,226.08580017089844,351.10931396484375,9.256699562072754,15.97850763,0.01424300018697977,1986-02-22,1988-03-13,2,1
ARIANE 1 DEB,17433,98.8228988647461,0.002869900083169341,18.429000854492188,312.2492980957031,48.11259841918945,15.95059004,0.04616599902510643,1986-02-22,1989-08-20,3,1
ARIANE 1 DEB,17434,98.78160095214844,0.002780900103971362,207.02940368652344,305.53619384765625,51.87590026855469,15.71319277,0.08004199713468552,1986-02-22,1989-04-01,3,1
ARIANE 1 DEB,17435,10.044699668884277,0.0011613999959081411,51.24720001220703,102.69270324707031,257.5664978027344,0.99796178,9.999900066759437e-05,1986-02-22,1989-12-31,3,1
ARIANE 1 DEB,17436,98.7489013671875,0.030334699898958206,138.872802734375,322.01519775390625,34.66170120239258,15.98093205,0.00014150000060908496,1986-02-22,1989-02-06,3,1
ARIANE 1 DEB,17437,98.71980285644531,0.004135800059884787,27.192800521850586,277.9383850097656,82.16010284423828,15.38607099,0.18369999527931213,1986-02-22,1988-10-19,2,1
ARIANE 1 DEB,17438,65.81950378417969,0.012204799801111221,284.51580810546875,349.9283142089844,9.971400260925293,13.57901899,0.005744200199842453,1986-02-22,1991-04-15,5,2
ARIANE 1 DEB,17439,98.87149810791016,0.003065899945795536,253.4364013671875,324.502197265625,35.87229919433594,15.78930526,0.051398999989032745,1986-02-22,1989-04-10,3,1
ARIANE 1 DEB,17440,99.18499755859375,0.0036104999016970396,69.90119934082031,326.281005859375,32.87049865722656,15.90693867,0.11263000220060349,1986-02-22,1987-10-29,1,1
ARIANE 1 DEB,17441,99.3458023071289,0.0072825998067855835,110.84839630126953,318.8551940917969,44.176700592041016,15.50095641,0.11330000311136246,1986-02-22,1988-11-10,2,1
ARIANE 1 DEB,17442,98.43440246582031,0.00149639998562634,26.083999633789062,306.6275939941406,66.77660369873047,15.882521,0.1052199974656105,1986-02-22,1989-12-05,3,1
ARIANE 1 DEB,17443,98.85150146484375,0.0009211000287905335,53.90729904174805,309.7362976074219,51.58369827270508,15.57613057,0.11330000311136246,1986-02-22,1989-11-15,3,1
ARIANE 1 DEB,17444,97.90160369873047,0.0034678999800235033,308.5481872558594,143.1645050048828,220.5355987548828,15.50884093,0.0,1986-02-22,1991-02-03,5,2
ARIANE 1 DEB,17445,0.014000000432133675,0.00027570000384002924,155.14190673828125,330.17041015625,234.70620727539062,1.00270549,9.999900066759437e-05,1986-02-22,1990-07-24,4,2
ARIANE 1 DEB,17446,98.7396011352539,0.003339499933645129,46.919898986816406,285.3445129394531,73.83110046386719,15.40824337,0.05360100045800209,1986-02-22,1989-10-20,3,1
ARIANE 1 DEB,17447,98.97699737548828,0.0036945000756531954,4.438499927520752,327.8877868652344,52.349098205566406,15.98707766,0.024399999529123306,1986-02-22,1988-07-20,2,1
ARIANE 1 DEB,17448,98.92559814453125,0.0038799999747425318,52.91389846801758,297.7893981933594,61.74660110473633,15.92328074,0.03365800157189369,1986-02-22,1988-09-09,2,1
ARIANE 1 DEB,17449,98.51380157470703,0.00292930006980896,245.0301055908203,264.18890380859375,107.4292984008789,15.46836799,0.0999080017209053,1986-02-22,1989-06-17,3,1
ARIANE 1 DEB,17450,97.77110290527344,0.0032103999983519316,201.11920166015625,174.2519989013672,183.22390747070312,15.64200272,0.14374999701976776,1986-02-22,1989-08-18,3,1
ARIANE 1 DEB,17451,98.01589965820312,0.007632500026375055,290.4377136230469,129.6562957763672,236.4582977294922,15.46621812,0.18140000104904175,1986-02-22,1989-11-19,3,1
ARIANE 1 DEB,17452,98.65789794921875,0.004265000112354755,166.5417938232422,293.2510986328125,66.44010162353516,15.66657679,0.08979199826717377,1986-02-22,1989-02-27,3,1
ARIANE 1 DEB,17453,98.98359680175781,0.004679100122302771,156.23550415039062,358.34869384765625,359.15289306640625,15.60671765,0.18493999540805817,1986-02-22,1989-01-18,3,1
ARIANE 1 DEB,17454,62.97650146484375,0.6825706958770752,137.40359497070312,278.68060302734375,15.362199783325195,2.00565503,9.999900066759437e-05,1986-02-22,1989-06-12,3,1
ARIANE 1 DEB,17455,102.54859924316406,0.05432929843664169,87.5895004272461,33.527000427246094,329.8817138671875,12.93702595,0.04576500132679939,1986-02-22,1991-07-20,5,2
ARIANE 1 DEB,17456,98.7322006225586,0.002661400008946657,116.1947021484375,339.5968017578125,21.727399826049805,15.98050585,0.12690000236034393,1986-02-22,1988-12-23,2,1
ARIANE 1 DEB,17457,82.92870330810547,0.0010961999651044607,42.300201416015625,206.86610412597656,153.19020080566406,13.72299262,0.00018084999464917928,1986-02-22,1990-05-19,4,2
ARIANE 1 DEB,17458,97.79850006103516,0.003465800080448389,193.96080017089844,164.83250427246094,196.00489807128906,15.67617566,0.07343000173568726,1986-02-22,1990-09-29,4,2
ARIANE 1 DEB,17459,98.1875,0.0002666999935172498,125.75440216064453,257.12890625,102.97010040283203,16.23295604,0.012915000319480896,1986-02-22,2014-09-24,28,3
ARIANE 1 DEB,17460,98.42060089111328,0.006630199961364269,79.15480041503906,117.95069885253906,256.7615051269531,14.70535694,0.08009800314903259,1986-02-22,1989-03-16,3,1
ARIANE 1 DEB,17461,98.49359893798828,0.0019362999591976404,74.31189727783203,182.2592010498047,177.8542938232422,16.1582625,0.011699999682605267,1986-02-22,1990-11-17,4,2
ARIANE 1 DEB,17462,98.79350280761719,0.0031411999370902777,28.140300750732422,345.6742858886719,15.33329963684082,15.70971513,0.1789499968290329,1986-02-22,1988-10-15,2,1
ARIANE 1 DEB,17463,98.82559967041016,0.003164099995046854,84.85459899902344,326.2760925292969,30.479000091552734,15.77161681,0.08514700084924698,1986-02-22,1988-10-20,2,1
ARIANE 1 DEB,17464,98.8396987915039,0.002986599924042821,195.7602996826172,297.3174133300781,62.87699890136719,15.54167573,0.1200999990105629,1986-02-22,1990-04-23,4,2
ARIANE 1 DEB,17465,98.1166000366211,0.003061699913814664,358.035400390625,151.92869567871094,208.69349670410156,15.67114381,0.08356499671936035,1986-02-22,1990-01-12,4,2
ARIANE 1 DEB,17466,98.17459869384766,0.0015085999621078372,272.0791015625,279.9696044921875,79.8738021850586,16.26991291,0.005902099888771772,1986-02-22,1994-05-21,8,2
ARIANE 1 DEB,17467,98.87590026855469,0.0036832999903708696,358.5965881347656,274.6044921875,85.5822982788086,15.69560325,0.18150000274181366,1986-02-22,1988-09-19,2,1
ARIANE 1 DEB,17468,98.7760009765625,0.002691800007596612,64.18440246582031,304.151611328125,56.3223991394043,15.67874497,0.12492000311613083,1986-02-22,1988-11-07,2,1
ARIANE 1 DEB,17469,98.78900146484375,0.001979399938136339,120.1895980834961,6.111999988555908,354.431396484375,15.6433207,0.09705699980258942,1986-02-22,1989-01-31,3,1
ARIANE 1 DEB,17470,98.4854965209961,0.004221099894493818,12.739100456237793,338.335693359375,45.36220169067383,15.70070591,0.09248500317335129,1986-02-22,1988-10-16,2,1
ARIANE 1 DEB,17471,98.41940307617188,0.0018420000560581684,311.12890625,278.2956848144531,81.6239013671875,16.18213362,0.015204999595880508,1986-02-22,2001-06-15,15,2
ARIANE 1 DEB,17472,97.87319946289062,0.0025112000294029713,33.94089889526367,167.81919860839844,199.04190063476562,15.74780874,0.06526999920606613,1986-02-22,1991-04-29,5,2
ARIANE 1 DEB,17473,98.5333023071289,0.00141629995778203,52.72880172729492,318.8651123046875,39.879600524902344,16.16193938,0.06890899688005447,1986-02-22,1989-11-26,3,1
ARIANE 1 DEB,17474,98.73789978027344,0.0001931000006152317,28.473899841308594,48.5802001953125,311.8186950683594,14.98183003,0.04927999898791313,1986-02-22,1988-10-26,2,1
ARIANE 1 DEB,17475,98.62030029296875,0.003944000229239464,80.30899810791016,351.2489013671875,17.701499938964844,15.57704936,0.09972000122070312,1986-02-22,1988-12-02,2,1
ARIANE 1 DEB,17476,98.6135025024414,0.003684000112116337,313.75689697265625,295.2066955566406,69.17859649658203,15.94098572,0.08023799955844879,1986-02-22,1989-08-26,3,1
ARIANE 1 DEB,17477,98.53379821777344,0.002953199902549386,277.03680419921875,302.6752014160156,56.77050018310547,15.69168849,0.06465599685907364,1986-02-22,1989-07-13,3,1
ARIANE 1 DEB,17479,98.56939697265625,0.0036297000478953123,279.8056945800781,280.65509033203125,73.40350341796875,15.74653831,0.0630130022764206,1986-02-22,1989-07-16,3,1
COSMOS 1813 DEB,17488,72.77279663085938,0.0027012000791728497,327.664794921875,244.65150451660156,112.93099975585938,16.14373992,0.004199800081551075,1987-01-15,1988-10-05,1,1
COSMOS 1813 DEB,17489,72.67559814453125,0.003605599980801344,97.51370239257812,17.44179916381836,343.0719909667969,16.20182304,0.006258300039917231,1987-01-15,1988-09-22,1,1
COSMOS 1813 DEB,17492,72.77269744873047,0.0016692000208422542,174.16250610351562,99.21050262451172,261.0519104003906,16.22615895,0.0019350999500602484,1987-01-15,1988-11-17,1,1
COSMOS 1813 DEB,17493,72.82420349121094,0.0009828000329434872,182.85000610351562,130.1497039794922,232.80459594726562,16.34744541,0.0013410999672487378,1987-01-15,1988-11-03,1,1
COSMOS 1813 DEB,17494,72.77010345458984,0.0021464000456035137,327.5674133300781,270.8923034667969,97.2490005493164,16.31714444,0.001077700057066977,1987-01-15,1988-09-03,1,1
COSMOS 1813 DEB,17498,98.881103515625,0.003064699936658144,216.81199645996094,211.31329345703125,148.6208038330078,14.01437653,0.00016698999388609082,1987-01-15,1988-12-05,1,1
COSMOS 1813 DEB,17499,72.79290008544922,0.0008548999903723598,249.7427978515625,274.5212097167969,87.4927978515625,16.32154538,0.0009895700495690107,1987-01-15,1988-04-22,1,1
